Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5PZZ3G5djpINln9xcMxcmB,"the center’s falling out","Negative Spaces","Poppy",2024-11-15,145032,52,,2024-11-17T03:45:32Z,"alt z","Sumerian Records",0.277,0.947,8,-3.108,1,0.27,0.0000786,0.18,0.389,0.234,132.39,4
78GAQZUGa11v6f8ozhGqbM,"new way out","Negative Spaces","Poppy",2024-11-15,202909,48,,2024-11-17T03:45:30Z,"alt z","Sumerian Records",0.586,0.91,7,-3.425,1,0.0737,0.000187,0.000734,0.0593,0.478,108.896,4
2GjJQVcb6Ymzepa0DwjxcZ,"Derecho","Windswept","Photay",2024-09-20,265011,24,,2024-11-17T03:45:19Z,"indie jazz,wonky","Mexican Summer",0.554,0.502,1,-11.775,1,0.0536,0.147,0.941,0.35,0.0703,192.008,4
1zFcviPH7wI4HKwcvNQXqH,"Air Lock","Windswept","Photay",2024-09-20,240400,23,,2024-11-17T03:45:16Z,"indie jazz,wonky","Mexican Summer",0.295,0.555,9,-11.78,0,0.0434,0.804,0.845,0.381,0.425,170.051,4
3OH5k0TMtBTlLGMfpoIinH,"Global Wind Trade","Windswept","Photay",2024-09-20,321290,21,,2024-11-17T03:45:12Z,"indie jazz,wonky","Mexican Summer",0.733,0.468,8,-12.214,0,0.0611,0.127,0.823,0.118,0.564,114.995,4
3xU8borLa9PlSz5enTNrR6,"Low Pressure System","Windswept","Photay",2024-09-20,269183,27,,2024-11-17T03:45:09Z,"indie jazz,wonky","Mexican Summer",0.792,0.493,1,-12.89,1,0.0733,0.562,0.874,0.097,0.347,104.958,1
7LcmaUhdM5Ro8Qy1kCdH8K,"Thermal Loop","Windswept","Photay",2024-09-20,257074,20,,2024-11-17T03:45:08Z,"indie jazz,wonky","Mexican Summer",0.625,0.268,9,-14.725,0,0.0423,0.871,0.918,0.0807,0.501,170.028,4
7y686IXITtjQurXh9dvBTr,"The Skull Burned","The Skull Burned","Frontierer",2024-11-07,196813,32,,2024-11-09T16:31:46Z,"chaotic hardcore,edinburgh metal,mathcore,scottish metal","Frontierer",0.103,0.952,8,-2.371,1,0.107,0.00000974,0.956,0.565,0.134,178.45,4
2AAS4s9e5oa7rxhYOwjZb3,"Devour The Children","Devour The Children","Molotov Solution",2024-11-01,296885,34,,2024-11-09T15:59:07Z,"deathcore,melodic metalcore,progressive deathcore","Molotov Solution",0.334,0.977,9,-4.717,1,0.128,0.000118,0.00000982,0.162,0.0409,139.658,4
2ff9wKmxcahul3Hf0pGo3k,"Closer","Wave Machine","Makari",2024-03-08,258250,36,,2024-11-05T17:10:39Z,"progressive post-hardcore,swancore","Independent",0.513,0.913,3,-2.954,1,0.0563,0.000477,0,0.0972,0.465,120.07,4
2UayNJbSUOyPc3Pj4iclkT,"Crybaby","Violent Delights","Galleons,Eidola",2024-02-09,215346,41,,2024-11-05T17:08:07Z,"swancore,progressive post-hardcore","Famined Records",0.19,0.961,7,-5.502,1,0.152,0.00114,0.0000613,0.0944,0.0976,169.934,4
7p0HdYQ6IdbmNyoS650iN7,"Pyre","Destrier","Agent Fresco",2015-08-07,213786,28,,2024-10-24T01:03:08Z,"icelandic indie,icelandic rock","Long Branch Records",0.634,0.831,11,-5.508,0,0.0503,0.0327,0.00183,0.0876,0.842,107.967,4
4uGGL2yZGoPrIvLrwO8m4U,"Dark Water","Destrier","Agent Fresco",2015-08-07,218333,32,,2024-10-23T00:45:27Z,"icelandic indie,icelandic rock","Long Branch Records",0.387,0.915,11,-4.295,0,0.0755,0.0477,0.00959,0.113,0.513,128.975,4
2mwxR4w5DUFw0ubTTbYaEo,"Tributary","View With A Room","Julian Lage",2022-09-16,347240,32,,2024-10-03T03:43:28Z,"contemporary jazz,jazz guitar","Blue Note Records",0.557,0.173,7,-16.243,1,0.0339,0.957,0.929,0.0904,0.207,62.002,4
7BQVhWw9GR1Up3eKQrYFlI,"Nocturne","Arclight","Julian Lage",2016-03-11,199015,39,,2024-10-03T03:43:24Z,"contemporary jazz,jazz guitar","Mack Avenue",0.486,0.48,1,-8.643,1,0.0262,0.772,0.802,0.09,0.215,107.282,4
3yJIHyPa3J6SadRkhp5QsZ,"Blind Side Sonny","Blind Side Sonny","Coheed and Cambria",2024-10-02,142853,48,,2024-10-02T14:42:14Z,"modern alternative rock","Coheed and Cambria",0.351,0.988,0,-2.437,1,0.343,0.000101,0.0396,0.467,0.467,170.138,4
6MrfKGnxHAcWhIta38sliG,"aftermath/afterthought","analysis paralysis","Four Year Strong",2024-08-09,146746,41,,2024-09-16T23:23:13Z,"anthem emo,easycore,neon pop punk,new england emo,pop punk,screamo,worcester ma indie","Pure Noise Records",0.608,0.699,0,-4.569,1,0.0593,0.0000299,0.000698,0.292,0.246,122.487,4
1Dioc5wCu4sUXTjwQv4Cuw,"Straight From The Heart","Straight From The Heart","Dance Gavin Dance",2024-05-09,214964,45,,2024-09-16T23:23:03Z,"pixie,sacramento indie,screamo,swancore","Rise Records",0.352,0.99,7,-2.098,1,0.143,0.000604,0,0.67,0.31,199.946,4
16rvPyhsZXi5K6j5yYe3AS,"Speed Demon","Speed Demon","Dance Gavin Dance",2024-05-10,190861,48,,2024-09-16T23:23:02Z,"pixie,sacramento indie,screamo,swancore","Rise Records",0.463,0.981,7,-2.783,0,0.0947,0.000819,0,0.221,0.526,146.966,4
2FpTKYNgIKLGpNYu7doupu,"R.i.p. (duskCOre RemIx)","POST HUMAN: NeX GEn","Bring Me The Horizon",2024-05-24,203773,59,,2024-09-16T23:22:59Z,"melodic metalcore,metalcore,modern rock,rock,uk metalcore","RCA Records Label",0.536,0.913,8,-3.882,1,0.283,0.00145,0,0.587,0.445,89.981,4
0MvCj9gw58aIqWaTZewSLZ,"BETWEEN INVERTED WORLDS","BETWEEN INVERTED WORLDS","Trench",2024-08-16,99947,16,,2024-09-15T18:02:41Z,"","New Damage Records",0.361,0.986,0,-5.023,1,0.137,0.000013,0.578,0.605,0.2,144.978,4
1WZVnw0YWc7OLkVijEargx,"Redneck","Sacrament (15th Anniversary Edition)","Lamb of God",2006-08-22,220880,61,,2024-09-15T18:02:27Z,"alternative metal,groove metal,metal,nu metal,virginia metal","Epic/Legacy",0.513,0.995,6,-3.384,0,0.165,0.0000806,0.0000113,0.364,0.0401,130.97,4
5clz8BOBulxx7q2yHxqOCk,"Children of the Grave - 2014 Remaster","Master of Reality (2014 Remaster)","Black Sabbath",1971-07-21,317206,55,,2024-09-15T18:02:19Z,"album rock,alternative metal,birmingham metal,classic rock,hard rock,metal,rock,stoner rock,uk doom metal","Rhino/Warner Records",0.318,0.65,6,-13.928,1,0.0375,0.0802,0.132,0.0962,0.368,149.994,4
3eJqOx6B9sQpqgRIR2wN1Z,"Shanghai","Starfire","Darko US",2024-06-05,327018,33,,2024-09-15T18:02:16Z,"deathcore,melodic metalcore","Unsigned",0.35,0.953,0,-5.351,1,0.23,0.00323,0.0974,0.114,0.068,122.137,5
6PXYOVPBzO3xojFhQAvmde,"Suffocate (feat. Poppy)","You Won't Go Before You're Supposed To","Knocked Loose,Poppy",2024-05-10,164695,62,,2024-09-15T18:02:15Z,"kentucky metal,kentucky punk,alt z","Pure Noise Records",0.244,0.985,1,-2.781,0,0.38,0.0000346,0.0139,0.51,0.124,169.561,4
1WZaJ9buq2dFvbM3NAI4pN,"Death Is This Communion","Death is This Communion","High On Fire",2007-09-18,514586,23,,2024-09-15T18:01:23Z,"drone metal,sludge metal,stoner metal,stoner rock","Relapse Records",0.359,0.887,7,-5.718,1,0.0348,0.0000113,0.43,0.1,0.241,125.466,4
7BU9PEr5NjsCgFoWW7qmFr,"DRUNK ENOUGH","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,178469,40,,2024-09-14T18:46:27Z,"","Columbia",0.543,0.581,8,-6.826,0,0.0295,0.0174,0,0.103,0.457,143.98,4
245FwIdKy53tSm1e1X82RF,"TALKIN' 2 UR GHOST","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,149347,45,,2024-09-14T18:46:25Z,"","Columbia",0.554,0.767,4,-4.925,0,0.0325,0.00146,0,0.114,0.192,105.936,4
6bjELpkVkalQcgvr2D5UTk,"STRAIGHT THROUGH YOU (feat. A R I Z O N A)","AMERICAN MOTOR SPORTS","Bilmuri,A R I Z O N A",2024-06-28,189581,47,,2024-09-14T18:46:24Z,"electropop,indie poptimism","Columbia",0.524,0.599,1,-5.837,1,0.0479,0.0225,0,0.0983,0.412,163.509,4
5KpI8Y1TSvbQezYdJCGSiY,"BLINDSIDED","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,157156,50,,2024-09-14T18:46:22Z,"","Columbia",0.621,0.83,3,-5.705,1,0.0604,0.0147,0,0.0697,0.466,104.004,4
4L4PGyC3YQ5kSNKugK1gLc,"ALL GAS (feat. Mitchell Tenpenny)","AMERICAN MOTOR SPORTS","Bilmuri,Mitchell Tenpenny",2024-06-28,169915,51,,2024-09-14T18:46:21Z,"contemporary country,country road,heartland rock,modern country rock","Columbia",0.52,0.827,0,-5.322,1,0.0484,0.00397,0.00000295,0.313,0.673,178.489,3
7AcQD5dyLv2sYd5FgHYTt5,"2016 CAVALIERS (Ohio) (feat. Knox)","AMERICAN MOTOR SPORTS","Bilmuri,Knox",2024-06-28,214735,51,,2024-09-14T18:46:20Z,"singer-songwriter pop","Columbia",0.545,0.728,7,-5.592,1,0.0308,0.0169,0,0.0936,0.379,138.983,4
3Kc9IdvNTmjH1fO0MFzwAD,"SPINNIN' YOU AROUND","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,164552,48,,2024-09-14T18:46:18Z,"","Columbia",0.455,0.872,8,-4.454,1,0.0655,0.00289,0.00000398,0.42,0.397,154.947,4
5kWiTbS8ssVt2X8tOBP1DY,"MISS ME","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,171089,41,,2024-09-14T18:46:17Z,"","Columbia",0.427,0.535,7,-6.702,1,0.0272,0.0244,0,0.131,0.332,84.206,4
3OKE3NZycLAPLrisZf5TkR,"EMPTYHANDED (feat. Dylan Marlowe)","AMERICAN MOTOR SPORTS","Bilmuri,Dylan Marlowe",2024-06-28,157097,53,,2024-09-14T18:46:15Z,"modern country pop","Columbia",0.357,0.892,9,-4.454,1,0.0617,0.0189,0,0.298,0.729,194.042,4
0ZTMohAj0uQlpRcl8a6SHD,"BETTER HELL (Thicc boi)","AMERICAN MOTOR SPORTS","Bilmuri",2024-06-28,142205,56,,2024-09-14T18:46:07Z,"","Columbia",0.598,0.878,2,-4.484,1,0.0792,0.00571,0,0.201,0.721,146.017,4
670OK6FZVzF00ke5DA7g6M,"CANVAS","FREAKS","AVRALIZE",2024-03-22,256506,43,,2024-09-12T14:45:12Z,"","Arising Empire",0.323,0.946,7,-4.612,1,0.422,0.0000218,0.00000938,0.0729,0.393,200.113,4
7BlvPctRnjjJUjBnrySJ7b,"A Visceral Retch","A Visceral Retch","Whitechapel",2024-09-12,245656,56,,2024-09-12T14:44:21Z,"deathcore,melodic metalcore,metalcore,nu metal,tennessee metal","Metal Blade Records",0.314,0.866,8,-4.584,1,0.0804,0.0000074,0.754,0.233,0.195,105.832,4
08IpZZZPvzDMED3oq9F8Or,"Floods of Triton","Floods of Triton","Mastodon,Lamb of God",2024-09-12,269583,56,,2024-09-12T14:42:24Z,"alternative metal,atlanta metal,metal,progressive groove metal,progressive sludge,sludge metal,stoner metal,stoner rock,groove metal,nu metal,virginia metal","Loma Vista Recordings",0.466,0.989,7,-2.752,1,0.113,0.000069,0.000919,0.301,0.137,102.521,4
4Nq3yojHldocHnarSy8wZV,"Righteous Man","Righteous Man","Carcosa",2024-08-21,228444,37,,2024-08-30T17:54:23Z,"deathcore,melodic metalcore","Carcosa",0.493,0.954,4,-2.912,1,0.182,0.000271,0.594,0.179,0.226,135.074,4
7oG9qhZ0UaQEoUGJJVXh1U,"Favourite","Favourite","Fontaines D.C.",2024-06-18,256066,58,,2024-08-22T14:01:32Z,"crank wave,irish indie rock,irish post-punk","XL Recordings",0.353,0.875,1,-5.14,0,0.0343,0.000114,0.00000113,0.361,0.424,76.003,4
1Z0FllHuwKceEa9wRJKTku,"vulgar display of power","I LAY DOWN MY LIFE FOR YOU","JPEGMAFIA",2024-08-01,172413,54,,2024-08-18T17:52:52Z,"alternative hip hop,experimental hip hop,industrial hip hop","2024 Peggy Under Exclusive License to AWAL Recordings America, Inc.",0.449,0.922,9,-3.907,1,0.0746,0.00398,0.00000902,0.778,0.394,104.873,4
4HzV6IvuKEuKdh5O60v52u,"New Black History (feat. Vince Staples)","I LAY DOWN MY LIFE FOR YOU","JPEGMAFIA,Vince Staples",2024-08-01,136666,56,,2024-08-18T17:52:50Z,"alternative hip hop,experimental hip hop,industrial hip hop,conscious hip hop,hip hop,rap,underground hip hop","2024 Peggy Under Exclusive License to AWAL Recordings America, Inc.",0.779,0.822,0,-3.066,1,0.0603,0.0662,0,0.122,0.89,122.946,4
1ZzSRXy86bhxjqwNjSZnko,"Exmilitary","I LAY DOWN MY LIFE FOR YOU","JPEGMAFIA",2024-08-01,301480,55,,2024-08-18T17:51:25Z,"alternative hip hop,experimental hip hop,industrial hip hop","2024 Peggy Under Exclusive License to AWAL Recordings America, Inc.",0.759,0.674,8,-4.863,0,0.174,0.0321,0,0.0952,0.541,144.108,4
3EWaU5exMayFzQMkIfTX7w,"either on or off the drugs","I LAY DOWN MY LIFE FOR YOU","JPEGMAFIA",2024-08-01,140593,66,,2024-08-18T17:51:24Z,"alternative hip hop,experimental hip hop,industrial hip hop","2024 Peggy Under Exclusive License to AWAL Recordings America, Inc.",0.505,0.605,6,-5.564,0,0.191,0.15,0,0.785,0.631,184.473,3
5RzSnxqTx4vYEp9re5E0ud,"RIVER","VULTURES 2","¥$,Kanye West,Ty Dolla $ign",2024-08-03,214545,65,,2024-08-14T16:31:44Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","YZY",0.734,0.45,1,-8.85,1,0.102,0.0993,0,0.161,0.184,131.913,4
6x83tnP3E6Oga5ULleHjt9,"Summer 2000 Baby","Summer 2000 Baby / Take a Trip","TV Girl,George Clanton",2024-08-06,242410,54,,2024-08-08T17:23:05Z,"pov: indie,hypnagogic pop,vaporwave","Blissful Serenity Industries, LLC",0.577,0.952,1,-4.076,1,0.0658,0.00386,0.0204,0.172,0.566,100.03,4
4y7DBHvh3MRmSv6y0VhAkX,"It Wasn't Supposed To Be Like This - Instrumental","It Wasn't Supposed To Be Like This (Instrumental)","Pulses.",2024-07-26,106285,1,,2024-07-30T23:02:07Z,"progressive post-hardcore,swancore","Oh Word? Records",0.68,0.652,2,-12.268,1,0.0377,0.331,0.81,0.112,0.705,139.999,4
6shny2UVkpaLc7jEKEoePa,"¿ (feat. Halsey)","Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO","Bring Me The Horizon,Halsey",2019-12-27,313344,47,,2024-07-26T15:36:52Z,"melodic metalcore,metalcore,modern rock,rock,uk metalcore,electropop,etherpop,indie poptimism,pop","RCA Records Label",0.51,0.789,2,-6.384,1,0.116,0.00799,0.674,0.838,0.13,155.971,4
18sNKn7b6TePLS8ufyc17y,"Shoulders","Vaxis II: A Window of the Waking Mind","Coheed and Cambria",2022-06-24,204408,45,,2024-07-22T18:17:47Z,"modern alternative rock","Roadrunner Records",0.286,0.977,7,-1.965,0,0.34,0.00566,0.00000542,0.116,0.335,196.143,4
4N5o8PH1oxWVMbCDZqABqe,"Rise, Naianasha (Cut The Cord)","Vaxis II: A Window of the Waking Mind","Coheed and Cambria",2022-06-24,319114,37,,2024-07-22T18:17:41Z,"modern alternative rock","Roadrunner Records",0.359,0.956,9,-2.761,1,0.328,0.00215,0.00000776,0.31,0.488,193.378,3
2MA6YoaFF7fnWqkuOAWjUg,"Tokyo Drifting","Dreamland","Glass Animals,Denzel Curry",2020-08-07,216821,61,,2024-06-25T17:30:45Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop,dark trap,drill,hip hop,miami hip hop,rap,trap,underground hip hop","Polydor Records",0.715,0.438,8,-9.874,0,0.0575,0.12,0.000139,0.107,0.418,128.905,4
6AI3ezQ4o3HUoP6Dhudph3,"Not Like Us","Not Like Us","Kendrick Lamar",2024-05-04,274192,88,,2024-06-25T17:30:43Z,"conscious hip hop,hip hop,rap,west coast rap","Kendrick Lamar, under exclusive license to Interscope Records",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
6R4NjnvN8gZFPlNFqGAVWT,"Insanely Illegal Cage Fight","Insanely Illegal Cage Fight","Dal Av,Jackson Rose",2023-04-07,101129,64,,2024-06-24T00:36:07Z,"thall,necrotrap","T H A L L",0.557,0.977,6,-2.72,0,0.18,0.0124,0,0.316,0.308,155.111,4
6861pZ41vaRcejq1qNvrv7,"Seven Seas Of Rhye - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,167026,18,,2024-06-11T01:54:04Z,"classic rock,glam rock,rock","Hollywood Records",0.319,0.899,2,-6.096,1,0.0996,0.115,0.00566,0.304,0.445,125.805,4
2pAG3MffuC9cyvp12P6Wad,"Flash - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,167373,17,,2024-06-11T01:54:03Z,"classic rock,glam rock,rock","Hollywood Records",0.474,0.646,4,-11.366,0,0.119,0.165,0.0171,0.111,0.226,109.09,4
04ShQcguqNUTddH2YNhejp,"Somebody To Love - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,296453,32,,2024-06-11T01:54:01Z,"classic rock,glam rock,rock","Hollywood Records",0.468,0.692,8,-7.018,1,0.0575,0.188,0,0.0629,0.38,112.568,3
7Heajt6qYd3c16iraw37hr,"Living On My Own - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Freddie Mercury",2019-07-26,217160,13,,2024-06-11T01:53:48Z,"glam rock","Hollywood Records",0.688,0.861,7,-6.904,1,0.0444,0.00503,0.0209,0.299,0.499,123.712,4
3X6QEzrDKB36wNMAldOIQn,"The Show Must Go On - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,263626,19,,2024-06-11T01:53:41Z,"classic rock,glam rock,rock","Hollywood Records",0.433,0.704,11,-7.286,0,0.0329,0.371,0,0.115,0.268,83.897,4
7L0rMnBI119D75VYtY5HdB,"One Vision - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,245066,15,,2024-06-11T01:53:38Z,"classic rock,glam rock,rock","Hollywood Records",0.497,0.923,2,-6.756,1,0.144,0.0979,0.0000013,0.436,0.303,121.225,4
4F8z6b8EkTXCaDzCO2EKIv,"Hammer To Fall - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,218320,20,,2024-06-11T01:53:36Z,"classic rock,glam rock,rock","Hollywood Records",0.424,0.792,9,-4.949,1,0.0834,0.302,0.0000592,0.11,0.563,128.351,4
5o7v7NfTmBlAryv3QjBdhY,"Under Pressure - Remastered 2011 / New Master","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen,David Bowie",2019-07-26,246426,27,,2024-06-11T01:53:32Z,"classic rock,glam rock,rock,art rock,permanent wave","Hollywood Records",0.669,0.707,2,-7.88,1,0.0488,0.412,0,0.108,0.473,113.731,4
2zFuA9tpRM3bPJSBopY7Z2,"Radio Ga Ga - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,343320,23,,2024-06-11T01:53:31Z,"classic rock,glam rock,rock","Hollywood Records",0.747,0.504,5,-7.709,1,0.0357,0.174,0.0004,0.0986,0.668,112.341,4
4uY2ijmE5S2umgXo6cvXnJ,"I Want It All - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,241253,19,,2024-06-11T01:53:29Z,"classic rock,glam rock,rock","Hollywood Records",0.402,0.831,11,-5.73,0,0.0483,0.0256,0.00000219,0.38,0.388,92.388,4
2tjeSZQ47XC8Ptyy62wO77,"I Want To Break Free - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,258000,24,,2024-06-11T01:53:28Z,"classic rock,glam rock,rock","Hollywood Records",0.795,0.444,4,-8.939,1,0.0328,0.0865,0.000377,0.0774,0.531,108.946,4
46Y8YbMnP9tecXVvoq1HQZ,"Innuendo - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,388293,15,,2024-06-11T01:53:27Z,"classic rock,glam rock,rock","Hollywood Records",0.303,0.722,0,-6.29,1,0.0492,0.204,0.00372,0.155,0.216,75.053,4
7kWFbgUpy1UvEQVhJA7GsK,"Breakthru - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,249000,14,,2024-06-11T01:53:25Z,"classic rock,glam rock,rock","Hollywood Records",0.571,0.862,5,-5.705,1,0.0903,0.0563,0.0161,0.352,0.333,90.079,4
0wBgjpIbHbRrUQ5nOOae3H,"Killer Queen - Remastered 2011","The Platinum Collection (Greatest Hits I II & III - 2011 Remaster)","Queen",2019-07-26,179600,34,,2024-06-08T01:30:26Z,"classic rock,glam rock,rock","Hollywood Records",0.536,0.666,10,-6.201,1,0.0492,0.358,0,0.116,0.637,117.12,4
4ihV1wv7QmjbkLHaT9lA4s,"BEG FORGIVENESS","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,368739,20,,2024-06-02T17:07:23Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.508,0.273,1,-10.625,0,0.0567,0.19,0.00238,0.176,0.0482,108.784,4
3w0w2T288dec0mgeZZqoNN,"CARNIVAL","VULTURES 1","¥$,Kanye West,Ty Dolla $ign,Rich The Kid,Playboi Carti",2024-02-09,264324,44,,2024-06-02T17:07:21Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul,atl hip hop,melodic rap,plugg,pluggnb,rage rap","Ye",0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,4
2iGvsJuc2mC4mDVOVMNAP6,"DO IT","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,225000,28,,2024-06-02T17:07:17Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.831,0.69,1,-5.869,1,0.0831,0.19,0,0.08,0.65,107.016,4
1eThXFmkENeSkdeLO8S86F,"HOODRAT","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,222982,17,,2024-06-02T17:07:16Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.55,0.513,11,-6.567,0,0.0345,0.0612,0,0.178,0.229,87.741,4
1icgLGTpX2fQXKRe4D7w2b,"BACK TO ME","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,295471,31,,2024-06-02T17:07:15Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.809,0.788,1,-7.217,1,0.0889,0.00108,0,0.0625,0.344,95.637,4
7hVb3OyFkgxDgpTdrOX6dT,"KEYS TO MY LIFE","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,174083,18,,2024-06-02T17:07:12Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.485,0.555,11,-8.938,0,0.66,0.132,0,0.114,0.617,80.015,4
347AQK5Lyhn6RvB8tBGYxt,"STARS","VULTURES 1","¥$,Kanye West,Ty Dolla $ign",2024-02-09,115238,24,,2024-06-02T17:07:11Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul","Ye",0.586,0.572,0,-8.27,0,0.0437,0.271,0.104,0.118,0.29,125.955,4
5csTIHoUYgE6jHVrsRrV7a,"CUD LIFE","INSANO","Kid Cudi",2024-01-12,213306,40,,2024-05-08T18:51:11Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.777,0.574,1,-7.921,1,0.125,0.117,0,0.134,0.654,128.022,4
6qdOOQcqmPdyVbhgfH1SNG,"PORSCHE TOPLESS","INSANO","Kid Cudi",2024-01-12,170440,42,,2024-05-08T18:51:05Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.725,0.813,6,-8.089,1,0.0453,0.34,0.000282,0.279,0.92,157.929,4
387j61utwXNE7Bvi5UTR2k,"X & CUD (with XXXTENTACION)","INSANO","Kid Cudi,XXXTENTACION",2024-01-12,166626,47,,2024-05-08T18:51:02Z,"hip hop,ohio hip hop,pop rap,rap,emo rap,miami hip hop","Republic Records",0.584,0.727,1,-8.815,1,0.149,0.715,0.00366,0.14,0.417,163.983,4
7BJtyE1kN9ryPK7hacABLz,"MR. COOLA","INSANO","Kid Cudi",2024-01-12,147560,39,,2024-05-08T18:50:59Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.767,0.56,7,-6.846,1,0.0983,0.136,0.000833,0.125,0.198,136.972,4
05nX0HbRXAldu0xmwVcMTa,"ROCKET (2011)","INSANO (NITRO MEGA)","Kid Cudi",2024-02-23,148946,31,,2024-05-08T18:50:51Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.571,0.879,4,-5.94,1,0.0873,0.227,0.0000379,0.302,0.919,146.978,3
4YtYrEB1utkTC75rvlsH97,"SUPERBOY","INSANO (NITRO MEGA)","Kid Cudi",2024-02-23,307693,43,,2024-05-08T18:50:48Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.51,0.416,0,-9.249,1,0.0396,0.194,0,0.119,0.232,110.012,4
7M1ngPJwK29DqFxbQUtWVa,"MOON MAN SHIT","INSANO (NITRO MEGA)","Kid Cudi",2024-02-23,188120,34,,2024-05-08T18:50:46Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.739,0.641,1,-5.664,0,0.0303,0.00172,0.872,0.1,0.298,137.998,4
2ObpOPtEzEHAGknf8phs9q,"I JUST WANNA GET (feat. Layzie Bone, Krayzie Bone, Steve Aoki)","INSANO (NITRO MEGA)","Kid Cudi,Layzie Bone,Krayzie Bone,Steve Aoki",2024-02-23,180733,37,,2024-05-08T18:50:44Z,"hip hop,ohio hip hop,pop rap,rap,dirty south rap,gangster rap,edm,electro house,pop dance","Republic Records",0.825,0.623,9,-6.108,1,0.0502,0.0644,0,0.335,0.491,118.953,4
33rvwaExs7zO6dbwpuf6lk,"ALL MY LIFE","INSANO (NITRO MEGA)","Kid Cudi",2024-02-23,243346,34,,2024-05-08T18:50:42Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.82,0.431,9,-9.615,0,0.0359,0.0454,0.00804,0.11,0.412,123.013,4
2YVkpynbH4lrZQZSJiaICM,"ILL WHAT I BLEED","INSANO (NITRO MEGA)","Kid Cudi",2024-02-23,172986,37,,2024-05-08T18:50:40Z,"hip hop,ohio hip hop,pop rap,rap","Republic Records",0.88,0.4,10,-8.115,1,0.39,0.241,0.0000259,0.297,0.893,123.033,4
