Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6gSfKul1glsUVY5MU7Kpgx,"Bulls on Parade","Bulls on Parade","Andrew Baena,Johnny Ciardullo",2019-11-18,221052,15,,2020-12-06T17:24:54Z,"canadian metalcore","793047 Records DK",0.465,0.965,4,-4.564,1,0.208,0.00174,0.0000224,0.198,0.339,170.939,4
1T0IK1rPcItVxyrrkxSrvx,"Diamond Eyes","Diamond Eyes","Andrew Baena,Johnny Ciardullo",2018-10-11,177842,1,,2020-12-06T17:21:27Z,"canadian metalcore","793047 Records DK",0.385,0.661,8,-4.788,1,0.039,0.0000475,0.00779,0.202,0.458,151.835,3
580kOACB3JRpx9XLh6D3Ag,"Who Dat Boy (Metal Version)","Who Dat Boy (Metal Version)","Andrew Baena,Johnny Ciardullo",2017-10-11,190956,0,,2020-12-06T17:18:59Z,"canadian metalcore","Andrew Baena",0.376,0.859,8,-5.056,1,0.313,0.0957,0,0.0946,0.12,114.98,4
6InYgRO2FX2Li3fiqyvDAf,"Baby, It's Cold Outside","Christmas Meets Metal","Andrew Baena,Johnny Ciardullo",2019-12-13,132857,4,,2020-12-06T17:18:03Z,"canadian metalcore","793047 Records DK",0.211,0.936,0,-2.434,0,0.123,0.00182,0.000131,0.711,0.361,125.991,4
3eP6CO0sK8nhOt7Ig5jnkt,"Dance of the Sugarplum Fairy","Christmas Meets Metal","Andrew Baena,Johnny Ciardullo",2019-12-13,59487,12,,2020-12-06T17:16:04Z,"canadian metalcore","793047 Records DK",0.449,0.984,8,-3.855,0,0.0565,0.00000142,0.85,0.23,0.171,129.96,4
6nx4dsZ3Y3OW29nPrgAdu0,"Escape","Gaia","Blank Banshee",2020-11-30,75000,9,,2020-12-05T02:10:57Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.498,0.948,6,-1.515,0,0.0343,0.000481,0.659,0.103,0.834,159.979,4
0TALGXM5g7LlKpu89hzaqG,"Uncanny Valley","Gaia","Blank Banshee",2020-11-30,87500,8,,2020-12-05T02:10:56Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.69,0.601,5,-4.848,0,0.0323,0.396,0.702,0.102,0.286,144.031,4
791fZ8HjibRzh3GY7cbZjJ,"Neo Geo","Gaia","Blank Banshee",2020-11-30,127594,12,,2020-12-05T02:10:55Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.555,0.762,8,-5.361,1,0.0353,0.0268,0.632,0.12,0.199,158.047,4
2cJ2rsyn1kiutz0J2y1HPW,"Sentinel","Gaia","Blank Banshee",2020-11-30,154960,8,,2020-12-05T02:10:55Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.768,0.855,8,-4.876,0,0.0308,0.828,0.763,0.237,0.602,126.998,4
1mmDdspJhZ6AENWoPx9b2i,"Fund My Death","Gaia","Blank Banshee",2020-11-30,140000,7,,2020-12-05T02:10:55Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.431,0.535,1,-6.914,1,0.0395,0.0309,0.00235,0.112,0.0382,111.175,4
69BmjMRX8w8hTwadnF2iEl,"Aquaduct","Gaia","Blank Banshee",2020-11-30,128880,11,,2020-12-05T02:10:54Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.625,0.762,11,-5.433,0,0.0523,0.315,0.178,0.179,0.582,125.044,4
29lvTMuxF1POUSFRTEuUDT,"Enso","Gaia","Blank Banshee",2020-11-30,113898,8,,2020-12-05T02:10:54Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.383,0.555,0,-6.859,1,0.03,0.0371,0.203,0.136,0.212,88.482,4
2mvd0VL70UMEiBahoRiwNr,"Teknofossil","Gaia","Blank Banshee",2020-11-30,161739,9,,2020-12-05T02:10:53Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.684,0.727,4,-7.954,1,0.0492,0.188,0.829,0.0908,0.0668,114.882,4
1OXyqMmG5axSpUOyDjIxVb,"Mythril","Gaia","Blank Banshee",2020-11-30,112131,9,,2020-12-05T02:10:53Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.639,0.303,10,-13.119,0,0.0561,0.914,0.82,0.117,0.55,61.067,4
0e8KBfJICA4cAVGWTJJcyD,"Chlorine","Gaia","Blank Banshee",2020-11-30,116869,9,,2020-12-05T02:10:53Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.717,0.951,9,-3.261,0,0.0499,0.0784,0.212,0.12,0.618,114.988,4
7zux2BqkDC61WgVO0e4sid,"Tetralix","Gaia","Blank Banshee",2020-11-30,130461,11,,2020-12-05T02:10:52Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.439,0.814,1,-2.512,1,0.0444,0.1,0.0756,0.0937,0.326,194.971,4
73hpO00HRFHHYnshh2IWec,"Blue Marble","Gaia","Blank Banshee",2020-11-30,132705,11,,2020-12-05T02:10:52Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.433,0.626,1,-7.603,0,0.104,0.0683,0.629,0.156,0.343,168.87,4
2STO2H76v1Ko5hgCgx8e3B,"Green Ray","Gaia","Blank Banshee",2020-11-30,110100,12,,2020-12-05T02:10:52Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.769,0.588,2,-6.788,1,0.034,0.0462,0.765,0.128,0.186,100.018,4
2ZuUPvotfARFuRe9kkiJPa,"Primordial","Gaia","Blank Banshee",2020-11-30,146938,10,,2020-12-05T02:10:51Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.561,0.656,0,-5.018,0,0.0305,0.0492,0.895,0.276,0.426,147.084,4
6ucfUoRGqyqJZR4NTVDkW4,"Mindtrap","Gaia","Blank Banshee",2020-11-30,100558,11,,2020-12-05T02:10:51Z,"future funk,vaportrap,vaporwave","Hologram Bay",0.551,0.934,11,-4.794,0,0.349,0.00826,0.094,0.345,0.604,179.078,4
5tDzlg31Zx9JCLOpDsx8DF,"How You Set It Up","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,81731,4,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.347,0.609,6,-10.792,1,0.0543,0.14,0,0.0763,0.757,141.771,4
4Au3xmvF2dyLB5RG5nRfwN,"Old Bay Season","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,154549,5,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.348,0.611,9,-12.239,0,0.175,0.219,0,0.197,0.385,84.5,4
2LLbUfaA0gafvT1tmss5xB,"Grabba & Hash","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,132257,3,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.554,0.693,6,-11.618,1,0.181,0.611,0,0.135,0.413,86.432,4
4OJITMww6mcyTJdu008vtS,"Inner Locus","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,181298,3,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.536,0.784,2,-12.07,1,0.325,0.293,0,0.613,0.328,168.135,4
5raxL2JIfgIaqOnppUaDmp,"Through The Mire","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,111910,3,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.608,0.708,1,-10.881,0,0.236,0.631,0.00000346,0.0729,0.54,177.827,4
2CdssPni39m3cuxiYhpIdJ,"Brother Of Prometheus","Mise En Place","YUNGMORPHEUS,Dirty Art Club",2020-12-04,163465,5,,2020-12-04T15:34:56Z,"experimental hip hop,charlotte nc indie","Soulspazm",0.424,0.724,6,-11.61,0,0.25,0.199,0,0.164,0.351,169.645,4
453xpk4hea68C8HG4y0DdK,"You Had Your Soul With You","I Am Easy to Find","The National",2019-05-17,206280,0,,2020-12-04T02:17:57Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.521,0.777,5,-5.824,1,0.0878,0.0194,0.0958,0.0866,0.276,154.007,4
1QWDJMmEcR2cYrFENBZkLS,"Light Years","I Am Easy to Find","The National",2019-05-17,213373,0,,2020-12-04T02:17:57Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.544,0.316,4,-11.666,1,0.0307,0.95,0.7,0.0978,0.173,124.989,4
1ZiCI5KyHTd1LFh4bsJ0En,"Sleep Well Beast","Sleep Well Beast","The National",2017-09-08,393186,30,,2020-12-04T02:17:03Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.451,0.603,2,-11.407,1,0.0798,0.773,0.645,0.118,0.349,137.981,4
44K14Xsq0SbmEavHr5H141,"Guilty Party","Sleep Well Beast","The National",2017-09-08,338973,38,,2020-12-04T02:17:02Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.368,0.686,2,-8.332,1,0.0735,0.702,0.777,0.124,0.588,182.262,5
5nQJn8mJryraorVcTnIIOo,"Carin at the Liquor Store","Sleep Well Beast","The National",2017-09-08,213733,38,,2020-12-04T02:17:02Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.54,0.615,10,-9.264,1,0.034,0.594,0.799,0.12,0.239,93.17,3
5nKH6bOVogJdgfH031s1P1,"Dark Side of the Gym","Sleep Well Beast","The National",2017-09-08,290093,38,,2020-12-04T02:17:02Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.642,0.475,2,-11.404,1,0.0294,0.727,0.781,0.12,0.453,103.956,3
0Mn1Ku0kJLFbSzLPq0BtIq,"Turtleneck","Sleep Well Beast","The National",2017-09-08,180000,32,,2020-12-04T02:17:01Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.427,0.991,5,-3.831,1,0.212,0.0762,0.827,0.167,0.104,109.875,4
7sE9UKlqaAyMC4B9er9Z1d,"Empire Line","Sleep Well Beast","The National",2017-09-08,323760,33,,2020-12-04T02:17:01Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.593,0.643,7,-10.995,0,0.0351,0.519,0.774,0.102,0.363,116.03,4
5L6YfOfsBnaKJHpgsxVgsV,"I'll Still Destroy You","Sleep Well Beast","The National",2017-09-08,315280,33,,2020-12-04T02:17:01Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.536,0.837,1,-7.494,1,0.0558,0.332,0.787,0.1,0.26,145.001,4
612R6rJlv9N3wpljUpT8Ja,"The System Only Dreams in Total Darkness","Sleep Well Beast","The National",2017-09-08,236746,51,,2020-12-04T02:17:00Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.596,0.912,0,-6.74,0,0.211,0.156,0.794,0.584,0.371,110.014,4
5oMorrhWYwqvcBEFsT2Pkx,"Born to Beg","Sleep Well Beast","The National",2017-09-08,262679,34,,2020-12-04T02:17:00Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.528,0.63,7,-13.168,0,0.0611,0.925,0.858,0.101,0.267,169.48,4
5tOQgKuJEU01GjoHhVFCjn,"Day I Die","Sleep Well Beast","The National",2017-09-08,271533,44,,2020-12-04T02:16:59Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.432,0.947,2,-5.442,1,0.0943,0.00406,0.737,0.0777,0.386,147.981,4
55OYWH9Pb14Fn9XIYiqK5c,"Walk It Back","Sleep Well Beast","The National",2017-09-08,359360,34,,2020-12-04T02:16:59Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.727,0.475,9,-12.468,1,0.0616,0.644,0.894,0.434,0.112,126.046,4
442vojce8QY34Fy0OfIDtr,"Nobody Else Will Be There","Sleep Well Beast","The National",2017-09-08,280773,44,,2020-12-04T02:16:58Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.657,0.541,9,-10.883,1,0.0296,0.757,0.588,0.0589,0.568,99.022,4
30SPSWQRfDagq4lJ2KoaR0,"Hairpin Turns","I Am Easy to Find","The National",2019-05-17,267520,29,,2020-12-04T02:16:53Z,"chamber pop,indie folk,indie rock,indietronica,modern rock","4AD",0.65,0.449,8,-9.2,1,0.0471,0.522,0.0702,0.0906,0.416,136.091,4
1AnekyKdJeAjVttkAypd6x,"Tangerine","Friends","standards",2019-03-08,245357,12,,2020-12-04T01:57:55Z,"instrumental math rock,math rock","Standards",0.324,0.537,11,-8.999,1,0.0464,0.0485,0.664,0.0692,0.658,173.903,4
2lyO4Da4ZPbK8cpC2eo3CQ,"Pineapple","Friends","standards",2019-03-08,175057,30,,2020-12-04T01:57:54Z,"instrumental math rock,math rock","Standards",0.63,0.614,5,-9.94,1,0.029,0.195,0.515,0.0833,0.776,94.998,4
6k9Yk42iLvAiK04f4W10Be,"Boba Date","Friends","standards",2019-03-08,224080,13,,2020-12-04T01:57:54Z,"instrumental math rock,math rock","Standards",0.475,0.618,6,-9.125,1,0.0319,0.148,0.475,0.124,0.526,145.013,4
4PQEGtabn9xglSlifWBrXu,"July","Friends","standards",2019-03-08,233248,21,,2020-12-04T01:57:53Z,"instrumental math rock,math rock","Standards",0.555,0.67,2,-9.224,1,0.0258,0.0165,0.471,0.204,0.514,95.008,4
3REUbtn0qQwVjLY2zDMDdR,"Hammerhead Shark","Friends","standards",2019-03-08,195978,16,,2020-12-04T01:57:53Z,"instrumental math rock,math rock","Standards",0.517,0.672,4,-8.251,1,0.0478,0.0339,0.737,0.183,0.813,169.986,1
5Of5KppJlH3X91NFsfktQ0,"Kynwyn's Birthday","Standards","standards",2018-05-28,234679,12,,2020-12-04T01:57:49Z,"instrumental math rock,math rock","Standards",0.384,0.84,9,-6.904,1,0.0486,0.171,0.62,0.112,0.345,179.974,4
5X4oRHN2iYonySiEGXM0LF,"Astrology","Standards","standards",2018-05-28,257366,12,,2020-12-04T01:57:48Z,"instrumental math rock,math rock","Standards",0.474,0.708,2,-6.744,1,0.034,0.0665,0.821,0.0561,0.887,171.977,4
1MoFKFTgMDIewayt7UdUeh,"Shmoonie","Standards","standards",2018-05-28,153969,11,,2020-12-04T01:57:48Z,"instrumental math rock,math rock","Standards",0.349,0.896,4,-6.937,1,0.0876,0.0479,0.827,0.443,0.881,175.924,4
5ycyr915UDKUeia2IQUTph,"Kale & Strawberries","Standards","standards",2018-05-28,189133,23,,2020-12-04T01:57:47Z,"instrumental math rock,math rock","Standards",0.278,0.797,2,-6.915,1,0.064,0.122,0.672,0.127,0.589,90.096,4
6A5A0X8SRqEk4lGxD5RjB9,"Val Verde","Fruit Island","standards",2020-08-28,136530,0,,2020-12-04T01:57:44Z,"instrumental math rock,math rock","Topshelf Records",0.425,0.708,2,-7.448,1,0.0383,0.564,0.892,0.146,0.229,150.132,4
5qr49gm9QHAaLtvBCcQQFC,"What You Aren't","Fruit Island","standards",2020-08-28,200917,0,,2020-12-04T01:57:44Z,"instrumental math rock,math rock","Topshelf Records",0.396,0.87,9,-7.971,1,0.0592,0.354,0.879,0.111,0.542,179.842,4
5QUeQRmW2ApsDn0qFDhQpa,"Horchata","Fruit Island","standards",2020-08-28,223692,0,,2020-12-04T01:57:43Z,"instrumental math rock,math rock","Topshelf Records",0.254,0.799,4,-7.691,1,0.0518,0.504,0.895,0.283,0.517,150.002,3
4C7RDQ6BeBhMkZjjmw8xuo,"Kiwi","Fruit Island","standards",2020-08-28,210852,0,,2020-12-04T01:57:43Z,"instrumental math rock,math rock","Topshelf Records",0.511,0.791,7,-7.826,1,0.0534,0.000509,0.844,0.0749,0.61,171.937,1
4BUcsRsrVB1PwPU5iFSAU6,"Changes","Fruit Island","standards",2020-08-28,185945,0,,2020-12-04T01:57:43Z,"instrumental math rock,math rock","Topshelf Records",0.442,0.768,5,-7.069,1,0.0324,0.0749,0.925,0.0587,0.606,167.917,4
51XBltwRPWMja2OdpsDNJw,"Rainbow","Fruit Island","standards",2020-08-28,214911,0,,2020-12-04T01:57:42Z,"instrumental math rock,math rock","Topshelf Records",0.506,0.746,7,-8.529,1,0.0399,0.778,0.896,0.103,0.433,173.821,4
1Ggpt2sxmrcbdxtcbEwJJP,"Mango","Fruit Island","standards",2020-08-28,190387,0,,2020-12-04T01:57:42Z,"instrumental math rock,math rock","Topshelf Records",0.547,0.241,4,-14.97,1,0.0327,0.971,0.938,0.117,0.163,104.071,3
7LzKvTOwzOid24PFAgn8SN,"Starfish","Fruit Island","standards",2020-08-28,146418,0,,2020-12-04T01:57:41Z,"instrumental math rock,math rock","Topshelf Records",0.569,0.783,9,-7.786,1,0.109,0.0384,0.847,0.116,0.48,172.004,4
6wQxjMRiJ9uqCiJSV5yAU7,"Special Berry","Fruit Island","standards",2020-08-28,187978,0,,2020-12-04T01:57:41Z,"instrumental math rock,math rock","Topshelf Records",0.578,0.828,9,-7.091,1,0.0616,0.45,0.826,0.0634,0.53,91.068,4
6579cVzD3TtXnzX4K6Nv31,"May","Fruit Island","standards",2020-08-28,183982,0,,2020-12-04T01:57:41Z,"instrumental math rock,math rock","Topshelf Records",0.492,0.806,3,-7.193,1,0.0344,0.587,0.858,0.0841,0.582,96.018,4
2RRyiUFMgWKfV1u7b8OCBn,"Fruit Island","Fruit Island","standards",2020-08-28,76141,0,,2020-12-04T01:57:40Z,"instrumental math rock,math rock","Topshelf Records",0.546,0.126,11,-19.382,1,0.0335,0.954,0.816,0.105,0.138,130.096,4
5DaL4AoYS6WjLu81Dr9gUz,"Nap","Fruit Island","standards",2020-08-28,222286,0,,2020-12-04T01:57:40Z,"instrumental math rock,math rock","Topshelf Records",0.273,0.808,10,-6.91,1,0.0574,0.306,0.522,0.0897,0.566,159.77,4
2R3QUBIPFZQ39Nxq868QGW,"The Parable","Language","The Contortionist",2014-09-16,425040,0,,2020-12-03T04:22:37Z,"djent,sci-fi metal","eOne Music",0.362,0.727,10,-7.288,1,0.0481,0.0292,0.162,0.0815,0.0971,89.989,4
4tVRI69vtloxytPrc19jgY,"Arise","Language","The Contortionist",2014-09-16,238413,0,,2020-12-03T04:22:36Z,"djent,sci-fi metal","eOne Music",0.239,0.878,11,-4.826,1,0.073,0.0000631,0.269,0.21,0.292,133.241,1
2Nx7RxIBu3icXrrm1cvSeM,"Ebb & Flow","Language","The Contortionist",2014-09-16,426813,0,,2020-12-03T04:22:36Z,"djent,sci-fi metal","eOne Music",0.345,0.817,10,-6.373,1,0.0532,0.0124,0.66,0.0744,0.137,125.646,3
5NehBGtq7Spl4SYxoj2TGp,"Integration","Language","The Contortionist",2014-09-16,346400,0,,2020-12-03T04:22:35Z,"djent,sci-fi metal","eOne Music",0.296,0.806,11,-5.125,1,0.0505,0.000279,0.265,0.141,0.252,119.791,5
2zCEUA74zTJJCRbfGVwEQK,"Thrive","Language","The Contortionist",2014-09-16,364186,0,,2020-12-03T04:22:35Z,"djent,sci-fi metal","eOne Music",0.372,0.894,8,-5.423,0,0.0741,0.000124,0.32,0.213,0.123,154.137,4
1e2hbTp7zaEkFvVvJ0F60G,"Primordial Sound","Language","The Contortionist",2014-09-16,388053,0,,2020-12-03T04:22:35Z,"djent,sci-fi metal","eOne Music",0.355,0.711,9,-7.089,0,0.0357,0.0134,0.318,0.236,0.0502,149.827,4
3GiIYbY9i66IDYk2s1CqLw,"The Source","Language","The Contortionist",2014-09-16,159880,0,,2020-12-03T04:22:34Z,"djent,sci-fi metal","eOne Music",0.219,0.243,0,-13.898,1,0.0351,0.964,0.352,0.11,0.0399,126.34,4
0BuW9fqt8OwlvrId32gH10,"Language I: Intuition","Language","The Contortionist",2014-09-16,324106,0,,2020-12-03T04:22:34Z,"djent,sci-fi metal","eOne Music",0.304,0.737,5,-5.976,0,0.0379,0.0143,0.74,0.279,0.156,97.583,3
0a2jrtOzOUYqJkZ0MVruO4,"Language II: Conspire","Language","The Contortionist",2014-09-16,255600,0,,2020-12-03T04:22:34Z,"djent,sci-fi metal","eOne Music",0.223,0.859,6,-5.049,1,0.107,0.00109,0.0111,0.268,0.177,176.16,4
25uVLrUrzXnqjDHoyX3bCY,"Toking, Dozing","Toking, Dozing","Feng Suave",2020-02-21,226640,39,,2020-12-02T22:44:35Z,"bedroom pop","Feng Suave",0.703,0.33,7,-13.49,1,0.0508,0.848,0.00122,0.072,0.413,115.009,4
3SXp0kixteoope7qJ1IjcU,"Glass House","Undying Light","Fallujah",2019-03-15,244010,14,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.246,0.979,11,-3.761,1,0.228,0.00000553,0.865,0.101,0.0389,174.818,4
1H5ejyOpqu5IKouATJErHQ,"Last Light","Undying Light","Fallujah",2019-03-15,274801,12,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.334,0.972,11,-4.136,0,0.0747,0.00000515,0.744,0.0378,0.442,175.07,5
73b10xOjp8FWAISGalH6Ns,"Ultraviolet","Undying Light","Fallujah",2019-03-15,200569,18,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.31,0.963,0,-3.695,1,0.109,0.00000276,0.483,0.142,0.119,174.897,3
3hQdJS8CGpScTw0IeD6E49,"Dopamine","Undying Light","Fallujah",2019-03-15,327394,12,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.447,0.969,6,-3.53,0,0.106,0.00000406,0.812,0.283,0.376,140.02,4
3ucb5nMG4CDRhciCxHJsdu,"The Ocean Above","Undying Light","Fallujah",2019-03-15,288066,12,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.204,0.954,8,-4.639,0,0.119,0.0000813,0.88,0.186,0.297,151.118,5
6WU5BVDua7jDDvC4M4YVnK,"Hollow","Undying Light","Fallujah",2019-03-15,277554,11,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.126,0.974,6,-4.255,0,0.247,0.00000312,0.802,0.346,0.147,162.017,4
0jX2KsC2WJ8zTbKYlPMHSo,"Sanctuary","Undying Light","Fallujah",2019-03-15,263741,12,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.482,0.98,5,-4.582,1,0.0825,0.00000179,0.691,0.125,0.238,104.987,4
07T0no1kAzs6PghXEK7VLG,"Eyes Like the Sun","Undying Light","Fallujah",2019-03-15,282400,9,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.38,0.947,2,-4.558,0,0.0858,0.0000155,0.891,0.333,0.166,77.492,4
58dHWPjaBCorVtVjjby3cG,"Distant and Cold","Undying Light","Fallujah",2019-03-15,243328,9,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.367,0.906,10,-5.292,1,0.0547,0.0000214,0.813,0.111,0.15,131.956,4
5UUwhmf1u8vMBbiJDGY5LV,"Departure","Undying Light","Fallujah",2019-03-15,296334,8,,2020-12-02T16:51:04Z,"blackened deathcore,brutal death metal,brutal deathcore,death metal,deathcore,djent,melodic metalcore,technical death metal,technical deathcore","Nuclear Blast",0.262,0.97,3,-3.581,1,0.108,0.0000018,0.848,0.254,0.0675,179.938,3
7kxnqBmbFilmSlYdDB6aBz,"Moving Men - Bob Sinclar Remix","Moving Men (Bob Sinclar Remix)","Myd,Bob Sinclar,Mac DeMarco",2020-11-27,175800,0,,2020-12-02T15:59:14Z,"filter house,french indie pop,french indietronica,new french touch,disco house,edmonton indie,lo-fi indie,pov: indie,slacker rock","Ed Banger Records",0.692,0.883,0,-4.837,1,0.0342,0.00862,0.0911,0.138,0.534,123.988,4
1NKWvL3VqEWFFulVHWaTKz,"Charnel House","Charnel House","Dirty Art Club",2020-11-27,125986,6,,2020-12-02T15:59:00Z,"charlotte nc indie","Dirty Art Club",0.527,0.736,5,-7.141,0,0.0308,0.306,0.812,0.718,0.688,82.151,4
3h52MkUCj8FmXB5qa9DaJV,"Deadrose","Deadrose","Unprocessed",2020-11-13,220178,48,,2020-12-02T02:43:06Z,"djent","recordJet",0.621,0.858,8,-5.549,1,0.0401,0.139,0.186,0.136,0.302,112.031,3
4qRe7JlY6zvKzrzlXTugo6,"Ashes of the Wake","Ashes of the Wake (15th Anniversary)","Lamb of God",2004-08-31,345410,19,,2020-12-02T01:21:23Z,"alternative metal,groove metal,metal,nu metal,virginia metal","Epic",0.208,0.974,7,-4.156,1,0.206,0.000088,0.842,0.183,0.0795,187.452,3
2pd1Lm8Jsslf2VdWQv0Je8,"Hourglass","Ashes of the Wake (15th Anniversary)","Lamb of God",2004-08-31,240183,26,,2020-12-02T01:21:20Z,"alternative metal,groove metal,metal,nu metal,virginia metal","Epic",0.347,0.982,2,-3.399,1,0.128,0.00235,0.0237,0.375,0.146,115.64,3
1yc53HK08sDab7PDFgnLWk,"Laid to Rest","Ashes of the Wake (15th Anniversary)","Lamb of God",2004-08-31,230127,37,,2020-12-02T01:21:19Z,"alternative metal,groove metal,metal,nu metal,virginia metal","Epic",0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,3
1cshOR1GiQTcuL7ZiEReA7,"Haunted","CYR","The Smashing Pumpkins",2020-11-27,191266,0,,2020-12-01T03:46:33Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.634,0.471,4,-10.249,1,0.0683,0.00379,0.0000532,0.0654,0.153,91.996,4
4QZWHJZO8Qwjh93sQ9kWhe,"The Hidden Sun","CYR","The Smashing Pumpkins",2020-11-27,204426,0,,2020-12-01T03:46:33Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.646,0.816,0,-8.623,1,0.028,0.0000756,0.0115,0.165,0.657,129.12,4
50ymumVi4vdYC6a3yoz1S1,"Schaudenfreud","CYR","The Smashing Pumpkins",2020-11-27,182400,0,,2020-12-01T03:46:33Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.615,0.652,0,-8.126,1,0.0277,0.0013,0.00669,0.143,0.343,118.999,4
6y87ANxryrbJ5dyaSZcIQi,"Tyger, Tyger","CYR","The Smashing Pumpkins",2020-11-27,169973,0,,2020-12-01T03:46:33Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.838,0.627,6,-9.262,0,0.0697,0.0045,0.000165,0.0895,0.646,100.019,4
1UocaqGdJ8YGIKcRL2b5qn,"Minerva","CYR","The Smashing Pumpkins",2020-11-27,212733,0,,2020-12-01T03:46:33Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.627,0.743,9,-8.219,1,0.0319,0.00122,0.34,0.101,0.599,123.046,4
0io12zlEXifJzUbTx2d127,"Adrennalynne","CYR","The Smashing Pumpkins",2020-11-27,222093,0,,2020-12-01T03:46:31Z,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge","Sumerian Records",0.674,0.705,2,-8.003,0,0.0344,0.0032,0.0000311,0.0837,0.199,146.058,4
